64 40 0.000000 0.000000
0 44 0.000000 0.000000
4 44 -0.128388 0.857886
8 44 -0.361196 1.252806
12 44 -0.560442 1.297667
16 44 -0.679648 1.142310
20 44 -0.730668 0.898103
24 44 -0.742539 0.625760
28 44 -0.741203 0.348988
32 44 -0.743518 0.069974
36 44 -0.756377 -0.218957
40 44 -0.775983 -0.525963
44 44 -0.785721 -0.849000
48 44 -0.754289 -1.159985
52 44 -0.641088 -1.382528
56 44 -0.423157 -1.374358
60 44 -0.152678 -0.952308
64 44 0.000000 0.000000
0 48 0.000000 0.000000
4 48 -0.168430 1.086939
8 48 -0.407755 1.470968
12 48 -0.531046 1.413691
16 48 -0.531493 1.168162
20 48 -0.465429 0.875304
24 48 -0.384596 0.590884
28 48 -0.321938 0.326028
32 48 -0.295357 0.071608
36 48 -0.312797 -0.189828
40 48 -0.373766 -0.477421
44 48 -0.465900 -0.804606
48 48 -0.556245 -1.163720
52 48 -0.582057 -1.492208
56 48 -0.464341 -1.616102
60 48 -0.196618 -1.220037
64 48 0.000000 0.000000
0 52 0.000000 0.000000
4 52 -0.229927 1.354731
8 52 -0.402516 1.604133
12 52 -0.328436 1.372029
16 52 -0.121368 1.037086
20 52 0.105434 0.729372
24 52 0.293828 0.472465
28 52 0.420533 0.255732
32 52 0.477001 0.059089
36 52 0.458812 -0.140390
40 52 0.362181 -0.367478
44 52 0.186656 -0.648072
48 52 -0.053043 -1.002441
52 52 -0.299921 -1.415283
56 52 -0.419519 -1.741113
60 52 -0.254083 -1.519031
64 52 0.000000 0.000000
0 56 0.000000 0.000000
4 56 -0.289139 1.596118
8 56 -0.144176 1.472065
12 56 0.312441 1.051564
16 56 0.775510 0.705511
20 56 1.142124 0.459306
24 56 1.399822 0.283312
28 56 1.558786 0.149133
32 56 1.628930 0.034449
36 56 1.613041 -0.080051
40 56 1.504612 -0.214543
44 56 1.287625 -0.394541
48 56 0.940777 -0.655953
52 56 0.459394 -1.043142
56 56 -0.064960 -1.547165
60 56 -0.285746 -1.753500
64 56 0.000000 0.000000
0 60 0.000000 0.000000
4 60 0.136401 1.381911
8 60 1.126115 0.793617
12 60 1.929060 0.438309
16 60 2.454081 0.255703
20 60 2.787188 0.153529
24 60 2.993861 0.090023
28 60 3.112341 0.045689
32 60 3.162420 0.009691
36 60 3.150594 -0.025772
40 60 3.071425 -0.068544
44 60 2.905374 -0.129733
48 60 2.611939 -0.229915
52 60 2.116365 -0.414656
56 60 1.305554 -0.789430
60 60 0.224158 -1.445334
64 60 0.000000 0.000000
0 64 0.000000 0.000000
4 64 5.000000 0.000000
8 64 5.000000 0.000000
12 64 5.000000 0.000000
16 64 5.000000 0.000000
20 64 5.000000 0.000000
24 64 5.000000 0.000000
28 64 5.000000 0.000000
32 64 5.000000 0.000000
36 64 5.000000 0.000000
40 64 5.000000 0.000000
44 64 5.000000 0.000000
48 64 5.000000 0.000000
52 64 5.000000 0.000000
56 64 5.000000 0.000000
60 64 5.000000 0.000000
64 64 0.000000 0.000000
